limit_bal,sex,education,marriage,age,pay_1,pay_2,bill_amt1,bill_amt2,pay_amt1,pay_amt2,default_payment_next_month,age_range,age_range_int,sum_pay,mean_bill,mean_pay_amt
330000,2,1.0,2.0,33,1,-2,-200,-200,0,0,0,31-33,2,0,50.0,550.0
500000,2,2.0,1.0,41,-1,-1,8938,73679,65215,326,0,40-41,12,-3,195043.0,113153.0
350000,2,2.0,1.0,35,-2,-2,83379,26305,26436,26921,0,34-35,8,-10,187493.0,104312.0
200000,2,2.0,1.0,36,-1,-1,473,4511,4528,5122,1,35-37,13,-5,13813.0,12025.0
280000,1,1.0,1.0,45,-1,-1,2270,1703,1703,0,1,43-46,15,-6,68040.0,75849.0
80000,2,3.0,1.0,39,-1,-1,5280,5000,5000,5000,0,38-40,10,-7,20280.0,20470.0
280000,2,1.0,2.0,29,-1,-1,4356,12345,12384,2664,0,28-29,3,-6,24149.0,23026.0
130000,2,2.0,2.0,23,2,2,115978,121386,12073,3400,0,21-23,20,8,635467.0,25622.0
160000,2,2.0,1.0,49,0,0,76445,78013,4000,3000,0,46-49,16,0,233230.0,11000.0
20000,2,2.0,2.0,23,2,2,2400,2400,0,0,1,21-23,20,31,13800.0,0.0
300000,2,2.0,2.0,32,0,0,26575,27062,1321,9160,0,31-33,2,-2,82736.0,11731.0
100000,2,1.0,2.0,32,0,0,93724,96017,3800,4000,0,31-33,2,0,490817.0,18400.0
130000,1,2.0,1.0,38,-1,-1,780,0,0,11440,0,37-38,9,-6,18186.0,17796.0
500000,1,1.0,1.0,55,2,2,4957,4957,0,0,1,53-79,18,12,29742.0,0.0
200000,2,2.0,1.0,27,1,3,183994,182427,5200,7000,1,26-27,11,12,1082220.0,31700.0
360000,2,1.0,2.0,30,0,0,70701,74550,10000,10005,0,29-30,4,0,438914.0,60005.0
20000,2,2.0,1.0,26,1,-2,0,0,0,0,1,25-26,6,-9,0.0,0.0
400000,1,2.0,2.0,29,1,2,21092,19756,0,1510,0,28-29,3,3,102890.0,7520.0
200000,2,3.0,1.0,52,1,2,203385,192055,5891,0,0,49-53,17,5,966367.0,24923.0
30000,2,,1.0,60,0,0,19282,20364,1700,2617,0,53-79,18,0,137514.0,14369.0
30000,1,2.0,1.0,58,-1,-1,2450,4765,4777,3770,1,53-79,18,-6,22770.0,21178.0
50000,1,2.0,1.0,55,1,2,44306,43321,0,1200,0,53-79,18,1,179174.0,6039.0
230000,2,1.0,1.0,51,-1,-1,986,2295,2295,2764,1,49-53,17,-6,11798.0,13203.0
210000,2,1.0,1.0,36,1,-1,0,799,799,0,1,35-37,13,-5,4949.0,4949.0
50000,2,1.0,2.0,49,2,2,150,150,0,0,1,46-49,16,20,900.0,0.0
170000,2,,1.0,33,0,0,143737,129898,6247,6375,0,31-33,2,0,546087.0,129396.0
230000,1,1.0,1.0,44,-1,-1,815,815,815,815,0,43-46,15,-5,5705.0,4704.0
230000,2,1.0,2.0,48,0,0,161083,164757,7800,7684,0,46-49,16,0,981474.0,39139.0
350000,2,1.0,1.0,36,0,0,352032,353903,13068,14412,0,35-37,13,0,2116098.0,79181.0
170000,2,1.0,2.0,36,-1,-1,248,832,1416,0,0,35-37,13,-3,3031.0,3720.0
150000,2,2.0,1.0,36,2,2,137723,141048,7000,5200,0,35-37,13,12,861645.0,33400.0
90000,2,2.0,1.0,27,-1,-1,1767,17684,17684,3000,0,26-27,11,-2,76225.0,40684.0
320000,2,1.0,2.0,33,-2,-2,-347,-347,0,0,0,31-33,2,-11,11959.0,15654.0
120000,2,2.0,2.0,45,0,0,92000,94000,2000,2000,0,43-46,15,0,480000.0,8000.0
20000,2,3.0,1.0,56,2,0,12864,14150,1500,1500,0,53-79,18,2,86118.0,8500.0
280000,2,1.0,1.0,41,2,-1,280,6852,6859,486,0,40-41,12,-4,7862.0,7589.0
90000,2,2.0,2.0,28,0,0,81553,39759,2000,1396,0,27-28,7,-2,171563.0,4446.0
450000,1,1.0,1.0,30,0,0,25244,0,0,0,0,29-30,4,-8,25244.0,134745.0
270000,1,2.0,2.0,27,0,0,144376,91373,6000,2000,0,26-27,11,0,390630.0,211000.0
80000,2,2.0,1.0,41,0,0,74228,76138,3500,2000,0,40-41,12,0,257350.0,9900.0
230000,2,2.0,1.0,41,0,0,166988,170603,8000,7500,0,40-41,12,0,1033827.0,42568.0
50000,2,2.0,1.0,30,-1,-1,416,832,832,0,1,29-30,4,3,9904.0,4307.0
250000,1,1.0,1.0,48,0,-1,205323,5317,10021,5033,1,46-49,16,-4,246720.0,58670.0
220000,2,1.0,2.0,42,-1,-1,26340,31523,31533,20600,0,41-43,14,-6,192348.0,174203.0
30000,2,1.0,1.0,38,0,0,26460,27042,2000,1400,0,37-38,9,0,131459.0,6400.0
120000,1,2.0,2.0,68,2,2,125406,123819,4400,4436,1,53-79,18,4,745579.0,34746.0
100000,2,2.0,2.0,26,0,0,22320,15193,1227,1150,0,25-26,6,-1,72704.0,16977.0
150000,2,1.0,2.0,25,3,3,147260,148157,8100,5202,1,23-25,19,14,878153.0,34702.0
670000,1,1.0,2.0,28,0,0,88612,91137,5000,10000,0,27-28,7,0,479251.0,29800.0
200000,1,1.0,1.0,36,-1,-1,8065,49307,49362,5679,0,35-37,13,-6,124162.0,129202.0
70000,2,3.0,1.0,47,0,0,71392,70757,3200,3400,0,46-49,16,0,426592.0,18102.0
50000,2,2.0,1.0,41,1,2,15910,15370,0,1700,0,40-41,12,9,94917.0,3830.0
80000,2,2.0,2.0,64,2,2,74037,71892,390,4000,1,53-79,18,4,434957.0,16654.0
10000,1,1.0,2.0,23,2,2,1050,1050,0,0,1,21-23,20,16,6300.0,0.0
140000,2,1.0,1.0,37,0,0,124375,133384,11000,6000,1,35-37,13,8,804951.0,33200.0
30000,2,2.0,2.0,21,0,0,17444,11276,2276,2328,0,21-23,20,0,51992.0,6129.0
200000,1,2.0,2.0,36,0,0,99483,97546,4841,4300,1,35-37,13,0,586852.0,22508.0
90000,2,2.0,2.0,24,0,0,26928,29773,3600,1100,1,23-25,19,8,186106.0,11530.0
130000,2,2.0,1.0,52,1,2,112434,98455,0,12700,0,49-53,17,7,614719.0,28161.0
160000,2,2.0,2.0,26,-1,-1,8036,7663,7663,768,0,25-26,6,-5,135884.0,128173.0
150000,2,3.0,1.0,58,-2,-2,42218,44828,4828,0,0,53-79,18,-12,212855.0,89862.0
150000,2,1.0,2.0,34,-2,-2,1198,10848,12003,5000,0,33-34,5,-12,74964.0,123406.0
20000,1,1.0,2.0,24,-1,-1,3302,0,0,679,0,23-25,19,-1,17909.0,7679.0
80000,2,1.0,2.0,26,-1,-1,666,666,666,1332,1,25-26,6,-5,4412.0,3496.0
460000,1,2.0,1.0,31,0,0,120430,123150,6000,0,0,30-31,1,-4,249841.0,12261.0
60000,2,3.0,1.0,40,1,-1,749,44893,60295,3000,1,38-40,10,-1,147195.0,95730.0
50000,1,2.0,1.0,38,0,0,49695,49848,2200,2100,1,37-38,9,0,295943.0,11900.0
200000,2,3.0,1.0,35,0,0,188096,171535,8000,6700,1,34-35,8,0,915350.0,34300.0
60000,2,2.0,1.0,30,0,0,59533,61276,3300,1900,0,29-30,4,0,260169.0,15311.0
200000,1,1.0,1.0,31,-1,0,58008,72062,20000,20000,0,30-31,1,-1,451697.0,90000.0
230000,1,1.0,1.0,33,0,0,218094,225070,12000,9100,0,31-33,2,0,1123589.0,39000.0
50000,1,2.0,1.0,38,0,0,25809,14888,2000,20000,0,37-38,9,0,116701.0,24597.0
60000,2,3.0,2.0,51,0,0,56793,57455,2342,3057,0,49-53,17,0,231205.0,8181.0
180000,1,2.0,1.0,47,-1,-1,1473,1473,1473,390,1,46-49,16,-6,4896.0,3423.0
50000,2,2.0,1.0,47,0,0,50732,50713,2000,2106,0,46-49,16,0,266480.0,10893.0
150000,1,3.0,1.0,62,1,-2,0,0,0,0,0,53-79,18,-9,0.0,0.0
140000,2,2.0,1.0,36,-1,-1,326,501,501,1251,1,35-37,13,-6,4836.0,4510.0
120000,1,1.0,1.0,35,1,2,114127,117131,7000,1500,1,34-35,8,11,699204.0,26475.0
200000,2,1.0,1.0,39,0,0,193162,191772,7294,5443,0,38-40,10,0,1013495.0,34237.0
500000,1,1.0,2.0,31,1,-2,0,0,0,399,0,30-31,1,-2,46316.0,36835.0
120000,2,2.0,1.0,36,2,2,117922,114621,0,4400,1,35-37,13,8,700332.0,26800.0
500000,1,1.0,2.0,28,-2,-2,17155,0,0,0,0,27-28,7,-6,25985.0,12867.0
50000,2,3.0,2.0,23,0,0,47333,11354,1193,1206,0,21-23,20,0,109672.0,4423.0
30000,2,3.0,2.0,51,0,0,17261,20543,5000,8180,0,49-53,17,-2,90342.0,45538.0
240000,1,1.0,1.0,35,-2,-2,2007,21790,21817,1120,0,34-35,8,-12,99632.0,90013.0
170000,2,2.0,1.0,37,1,-2,0,0,0,0,0,35-37,13,-9,0.0,0.0
80000,1,1.0,2.0,26,1,1,74384,0,5000,0,0,25-26,6,-6,74384.0,5000.0
360000,1,1.0,2.0,29,-1,-1,2273,1170,1175,0,0,28-29,3,-6,19690.0,12529.0
50000,2,2.0,2.0,24,2,0,20632,21994,1700,2600,1,23-25,19,8,138923.0,8500.0
70000,2,2.0,1.0,27,2,0,76062,73367,3000,3500,1,26-27,11,2,374959.0,23600.0
250000,2,2.0,1.0,29,2,2,128413,124320,5300,0,1,28-29,3,8,634823.0,23000.0
150000,2,1.0,1.0,39,1,2,80762,77506,0,3700,1,38-40,10,11,398002.0,7700.0
100000,2,2.0,1.0,41,-2,-2,390,390,780,0,0,40-41,12,-10,1724.0,1724.0
360000,1,1.0,2.0,32,-2,-2,0,0,0,0,0,31-33,2,-12,0.0,0.0
30000,2,3.0,1.0,47,-2,-2,6911,10507,10523,4790,0,46-49,16,-12,42741.0,102835.0
490000,1,1.0,1.0,29,-1,-1,115,109,109,1381,1,28-29,3,-5,2057.0,1833.0
180000,2,2.0,1.0,60,2,2,178854,177159,2600,5022,1,53-79,18,6,1019509.0,31622.0
420000,2,1.0,1.0,36,-1,-1,0,1493,0,0,0,35-37,13,-6,43484.0,53330.0
20000,1,1.0,2.0,33,2,0,16339,20650,5000,0,1,31-33,2,-4,36989.0,5000.0
480000,1,1.0,1.0,47,0,0,69046,70490,2548,2602,0,46-49,16,0,436187.0,19375.0
350000,1,1.0,2.0,27,1,-2,21872,68309,137308,164395,0,26-27,11,-7,317626.0,367450.0
360000,1,2.0,1.0,57,1,-2,0,0,0,0,1,53-79,18,-9,0.0,0.0
240000,2,1.0,2.0,27,-2,-2,3293,9051,9079,2804,0,26-27,11,-12,35137.0,32809.0
280000,2,1.0,2.0,30,-1,-1,29989,168,168,1206,1,29-30,4,-6,32984.0,10590.0
150000,2,2.0,1.0,39,0,0,32891,30930,5000,1650,0,38-40,10,0,172426.0,15650.0
320000,1,2.0,2.0,30,0,0,29668,30282,1353,1224,0,29-30,4,0,169760.0,5512.0
20000,2,2.0,2.0,22,-1,-1,631,1170,1800,0,1,21-23,20,-1,3751.0,3800.0
50000,2,3.0,1.0,36,0,0,45260,46605,2075,1787,1,35-37,13,2,287951.0,11356.0
280000,1,1.0,2.0,33,0,0,275487,207378,8879,4743,0,31-33,2,0,607507.0,15262.0
450000,2,2.0,1.0,53,-2,-2,2542,2545,2557,1273,0,49-53,17,-12,7645.0,7140.0
260000,2,1.0,2.0,53,0,0,235073,235704,30000,10087,0,49-53,17,0,996015.0,61268.0
500000,1,1.0,1.0,56,0,0,87161,89009,3248,5140,0,53-79,18,0,555644.0,22775.0
470000,1,1.0,2.0,35,0,0,393780,371511,15107,13111,0,34-35,8,0,1842385.0,67874.0
150000,2,2.0,2.0,23,0,0,15952,29836,20039,1860,0,21-23,20,-3,49183.0,21899.0
100000,2,3.0,1.0,46,0,0,91983,100538,11000,3700,0,43-46,15,8,592302.0,26000.0
100000,1,1.0,2.0,38,1,2,24796,27085,3000,0,0,37-38,9,11,180933.0,14000.0
220000,1,2.0,2.0,39,-1,-1,3553,15696,15696,5000,0,38-40,10,-2,115157.0,40696.0
300000,2,1.0,2.0,37,1,2,34085,29305,0,1380,0,35-37,13,3,145663.0,4263.0
230000,2,1.0,2.0,31,-2,-2,0,0,0,196,0,30-31,1,-9,2924.0,4111.0
300000,2,3.0,2.0,39,1,-2,-3928,-5973,1720,344467,1,38-40,10,-5,15565.0,380058.0
50000,1,3.0,2.0,48,0,0,79681,79989,3200,2581,0,46-49,16,-1,287366.0,41751.0
170000,1,3.0,1.0,47,-2,-2,1521,0,0,0,0,46-49,16,-12,1521.0,0.0
460000,1,1.0,1.0,41,-1,-1,5383,40004,40134,0,1,40-41,12,-6,48269.0,46224.0
30000,2,1.0,2.0,34,1,2,24022,24744,1396,0,1,33-34,5,11,149833.0,5366.0
30000,2,1.0,2.0,24,-1,-1,165,165,165,165,1,23-25,19,0,-51.0,6180.0
20000,1,2.0,1.0,42,0,0,21431,19745,1386,1189,1,41-43,14,0,113269.0,4534.0
220000,1,3.0,1.0,44,-1,-1,380,380,380,380,0,43-46,15,-5,115619.0,61803.0
70000,2,1.0,1.0,62,0,0,69926,69474,4000,3000,0,53-79,18,0,315396.0,12455.0
330000,2,2.0,2.0,40,2,2,131096,127564,0,4725,0,38-40,10,4,796918.0,29470.0
370000,1,1.0,1.0,40,1,-2,0,0,0,0,1,38-40,10,-9,0.0,0.0
230000,1,1.0,2.0,28,-2,-1,23855,18298,18309,1741,0,27-28,7,-7,97082.0,111557.0
50000,1,3.0,1.0,49,0,0,40281,9630,1173,1157,0,46-49,16,-1,81883.0,4819.0
360000,1,2.0,2.0,31,0,0,281600,281178,14128,11208,1,30-31,1,0,1504869.0,52404.0
390000,2,2.0,2.0,37,0,0,324452,309369,13106,10111,0,35-37,13,0,1687156.0,62229.0
360000,2,2.0,,42,0,0,429169,278515,16629,9519,0,41-43,14,0,1751825.0,65002.0
30000,2,2.0,1.0,27,0,0,10011,12830,3000,901,1,26-27,11,4,74696.0,5318.0
500000,1,1.0,1.0,33,1,-2,2907,-110,9,0,0,31-33,2,-6,169596.0,90570.0
120000,2,3.0,2.0,32,0,0,67876,69903,3120,3300,0,31-33,2,0,453212.0,32820.0
360000,1,1.0,2.0,29,-2,-2,0,0,0,0,1,28-29,3,-12,0.0,0.0
20000,2,2.0,1.0,27,0,0,19961,16437,1500,2579,0,26-27,11,0,108344.0,9246.0
50000,2,2.0,1.0,48,0,-1,5994,1478,1478,4419,0,46-49,16,-4,14837.0,10316.0
230000,2,1.0,2.0,27,1,-1,0,1988,1988,19878,0,26-27,11,-5,47359.0,47547.0
160000,2,1.0,1.0,48,1,-2,0,0,0,0,0,46-49,16,-9,0.0,0.0
110000,2,1.0,1.0,32,2,2,114430,108202,0,6000,1,31-33,2,8,655666.0,28156.0
50000,1,2.0,2.0,25,2,2,32233,31440,0,3041,0,23-25,19,11,151045.0,9444.0
30000,1,3.0,2.0,28,2,2,22323,25961,4000,9,1,27-28,7,6,137977.0,17322.0
50000,1,2.0,2.0,35,0,0,57570,54383,2460,1140,1,34-35,8,-1,207784.0,40774.0
240000,2,3.0,1.0,37,-2,-2,-3,-3,0,1133,0,35-37,13,-9,6765.0,14216.0
90000,1,3.0,2.0,29,0,0,83683,65192,4000,3000,0,28-29,3,0,334698.0,14938.0
150000,2,1.0,1.0,29,-1,-1,598,3188,3188,33850,1,28-29,3,-5,43816.0,42698.0
100000,2,2.0,1.0,35,3,3,61089,59556,0,2525,1,34-35,8,10,306792.0,8554.0
70000,2,1.0,2.0,24,2,2,26410,31128,5190,42,1,23-25,19,6,131179.0,14632.0
430000,2,2.0,2.0,27,-2,-2,263,263,1764,4120,1,26-27,11,-12,45549.0,30415.0
150000,1,1.0,2.0,31,0,-1,64378,14054,14127,140951,0,30-31,1,-2,536561.0,230302.0
50000,1,1.0,2.0,48,0,0,53540,53321,1066,50045,0,46-49,16,-1,239032.0,55111.0
200000,1,1.0,2.0,33,-2,-2,-18,-18,0,0,1,31-33,2,-12,-108.0,0.0
150000,2,2.0,1.0,28,0,0,19946,18646,2000,1500,0,27-28,7,0,68319.0,6000.0
50000,1,2.0,2.0,25,0,0,5832,33559,30074,1800,0,23-25,19,0,132438.0,35574.0
300000,1,1.0,2.0,31,0,0,16772,943,934,38500,0,30-31,1,-3,140879.0,129341.0
50000,2,2.0,1.0,44,0,0,45578,41906,3016,5003,0,43-46,15,0,196627.0,19943.0
30000,1,1.0,2.0,30,1,-2,0,0,0,0,1,29-30,4,-9,0.0,0.0
380000,1,1.0,1.0,53,1,-1,0,767,767,4090,0,49-53,17,-4,17485.0,21004.0
70000,2,1.0,1.0,45,1,2,69794,70756,3000,0,0,43-46,15,5,328024.0,24192.0
360000,1,2.0,2.0,28,0,0,19390,22726,7113,12163,0,27-28,7,-1,95463.0,39172.0
50000,1,2.0,2.0,41,0,0,41993,43163,1942,1725,0,40-41,12,0,133374.0,5067.0
20000,2,1.0,2.0,30,1,2,11730,7221,1712,0,0,29-30,4,3,26359.0,6079.0
80000,2,2.0,2.0,27,0,0,80088,81371,4791,2418,0,26-27,11,0,419385.0,16543.0
30000,1,2.0,1.0,49,0,0,12855,16012,3690,1000,0,46-49,16,4,94145.0,7535.0
50000,2,3.0,2.0,55,0,0,51682,37869,3960,7232,0,53-79,18,0,207746.0,56138.0
30000,2,3.0,1.0,37,0,0,26411,27578,1898,2632,0,35-37,13,0,173720.0,7536.0
260000,1,1.0,1.0,38,-1,-1,10448,1199,1211,6818,1,37-38,9,-6,24571.0,20483.0
210000,2,2.0,1.0,39,-1,-1,44100,0,0,28428,0,38-40,10,-7,84528.0,74092.0
200000,2,1.0,2.0,29,0,0,7523,8445,3000,1000,0,28-29,3,0,29102.0,4700.0
50000,1,1.0,1.0,56,-1,0,5433,12906,1117,1098,1,53-79,18,-1,44981.0,3093.0
490000,1,3.0,1.0,28,0,0,108157,107692,4056,3993,0,27-28,7,0,655477.0,23931.0
170000,1,1.0,1.0,45,-1,-1,3479,570,570,0,0,43-46,15,-6,15345.0,18318.0
500000,1,1.0,2.0,29,-1,0,15732,15760,3000,3000,0,28-29,3,-1,77752.0,12885.0
220000,1,2.0,1.0,46,2,0,157646,159833,5800,5759,0,43-46,15,2,971270.0,35750.0
150000,2,1.0,2.0,30,0,0,141330,133582,8000,8000,0,29-30,4,0,730020.0,36000.0
50000,2,2.0,1.0,34,2,2,44654,45650,2000,1700,0,33-34,5,12,279330.0,9160.0
50000,1,2.0,1.0,52,0,0,46436,41290,2300,2000,0,49-53,17,0,172480.0,8300.0
100000,2,1.0,2.0,26,0,0,91857,78797,3572,2600,0,25-26,6,0,445833.0,19482.0
310000,2,2.0,2.0,25,0,0,28598,22017,8820,1576,0,23-25,19,0,115000.0,17496.0
510000,2,1.0,1.0,35,0,0,62382,55076,5000,70000,0,34-35,8,0,528132.0,91000.0
200000,1,2.0,1.0,41,1,2,11201,1383,980,0,0,40-41,12,8,15662.0,4469.0
50000,1,3.0,1.0,43,0,0,7978,11396,3887,0,0,41-43,14,2,65323.0,6652.0
300000,2,1.0,2.0,38,1,3,10361,9692,0,3,0,37-38,9,5,28420.0,2363.0
450000,2,1.0,1.0,40,1,-2,0,0,0,0,0,38-40,10,-9,0.0,0.0
30000,1,2.0,2.0,27,-1,-1,3902,1950,1950,2390,0,26-27,11,-6,7492.0,6370.0
60000,2,1.0,2.0,27,-1,-1,836,836,836,390,0,26-27,11,-3,4312.0,2936.0
140000,2,2.0,2.0,23,2,0,25621,26805,1600,1500,1,21-23,20,2,167584.0,7750.0
50000,2,2.0,2.0,32,0,0,36211,28530,1709,2004,0,31-33,2,0,141557.0,19981.0
90000,2,3.0,2.0,28,0,0,86493,86960,4200,4000,0,27-28,7,2,524907.0,22100.0
190000,2,2.0,1.0,34,0,0,138628,156232,21440,0,0,33-34,5,4,930823.0,45190.0
150000,2,1.0,2.0,29,0,0,147331,146999,6740,6850,0,28-29,3,0,877930.0,35704.0
390000,2,2.0,2.0,28,-1,-1,19081,1170,1170,6512,0,27-28,7,-5,52706.0,25931.0
30000,1,3.0,1.0,47,0,0,28923,29803,1586,1365,0,46-49,16,0,152363.0,10770.0
240000,1,1.0,1.0,60,2,0,184427,188583,7001,6180,1,53-79,18,2,1022738.0,222974.0
260000,2,1.0,2.0,29,-1,-1,470,0,0,0,1,28-29,3,-7,3187.0,3642.0
30000,1,3.0,2.0,25,0,0,10198,28773,18808,1200,0,23-25,19,-2,70129.0,20271.0
500000,2,1.0,2.0,28,0,0,58076,59534,2001,6620,0,27-28,7,0,285085.0,33774.0
60000,2,2.0,2.0,29,2,2,41387,42117,1685,0,0,28-29,3,6,253583.0,8540.0
200000,1,3.0,1.0,30,0,0,144933,148103,7000,4000,0,29-30,4,0,905318.0,27550.0
80000,1,2.0,1.0,31,0,0,70664,62223,2036,1500,0,30-31,1,0,209851.0,10237.0
100000,2,2.0,2.0,30,1,-2,-4,-4,0,0,0,29-30,4,-9,-24.0,0.0
380000,1,1.0,1.0,42,-1,-1,4377,-3,0,3888,0,41-43,14,-7,9904.0,5533.0
210000,1,2.0,1.0,30,0,0,32903,33275,1600,1846,1,29-30,4,0,203686.0,8362.0
10000,1,2.0,2.0,27,0,0,8257,7995,2000,1100,1,26-27,11,0,31910.0,5300.0
500000,1,2.0,1.0,44,0,0,91718,93338,4000,5000,0,43-46,15,0,583387.0,27260.0
240000,2,1.0,1.0,37,2,0,118402,119764,5598,4000,1,35-37,13,-2,310216.0,9598.0
270000,1,1.0,2.0,29,0,0,227479,181629,7000,7000,0,28-29,3,0,1177980.0,47500.0
50000,1,2.0,2.0,25,0,0,21006,18851,4788,1532,0,23-25,19,0,115943.0,12641.0
120000,2,1.0,2.0,36,0,0,84171,76025,3438,4000,0,35-37,13,4,476633.0,26574.0
280000,1,1.0,2.0,28,0,0,281663,211805,80019,5000,0,27-28,7,-1,659026.0,99495.0
260000,2,1.0,2.0,28,0,0,126418,129214,6000,5200,0,27-28,7,0,796048.0,31200.0
360000,1,1.0,1.0,38,-1,-1,7975,4062,4062,1914,0,37-38,9,-6,24530.0,26007.0
210000,2,1.0,2.0,30,1,-1,0,795,795,588,0,29-30,4,-4,4248.0,4836.0
390000,1,1.0,2.0,29,0,-1,9918,15918,16008,100000,0,28-29,3,-1,393330.0,132008.0
40000,1,2.0,1.0,36,0,0,34871,37999,3700,0,0,35-37,13,6,228172.0,9500.0
10000,2,2.0,2.0,27,0,0,6691,7723,1142,1286,0,26-27,11,0,59367.0,4277.0
120000,2,2.0,1.0,43,-2,-2,0,999,999,0,1,41-43,14,-12,999.0,999.0
200000,1,3.0,1.0,43,-1,-1,1435,1270,1270,4000,0,41-43,14,-4,11707.0,7967.0
80000,2,2.0,1.0,37,-1,-1,1480,3832,3832,898,0,35-37,13,-6,9426.0,7946.0
60000,2,2.0,2.0,27,0,0,12193,13983,2000,2000,0,26-27,11,2,93730.0,8330.0
130000,2,2.0,2.0,39,2,2,50033,52440,3500,2000,1,38-40,10,8,313412.0,11900.0
100000,2,2.0,2.0,29,0,0,17848,19032,1775,1407,0,28-29,3,-1,128813.0,47945.0
20000,1,2.0,1.0,45,-1,2,3213,4308,1300,0,0,43-46,15,3,30929.0,5300.0
460000,1,1.0,2.0,34,0,0,45358,42991,2613,7021,0,33-34,5,0,292440.0,44766.0
80000,1,2.0,2.0,32,1,2,82212,79682,7,1200,0,31-33,2,1,211536.0,2615.0
80000,1,1.0,2.0,26,0,0,74487,76126,7576,3000,0,25-26,6,0,366209.0,18176.0
240000,2,1.0,2.0,28,0,0,209848,214477,10000,9000,0,27-28,7,0,1225314.0,46625.0
200000,2,3.0,1.0,38,0,0,97584,75187,3600,2500,0,37-38,9,0,376833.0,15100.0
230000,1,2.0,2.0,29,-2,-2,200,840,840,0,0,28-29,3,-12,10177.0,9977.0
260000,2,1.0,1.0,53,2,-1,827,827,827,827,0,49-53,17,-3,3991.0,4962.0
90000,2,2.0,1.0,38,0,0,88758,89680,3900,3487,0,37-38,9,0,409968.0,16829.0
320000,1,2.0,2.0,29,0,0,324693,321110,11650,12500,0,28-29,3,0,1892285.0,67479.0
280000,2,2.0,1.0,47,0,0,231181,26610,1610,1910,0,46-49,16,-1,452521.0,165940.0
120000,1,2.0,2.0,29,1,2,87376,85135,0,3200,1,28-29,3,7,538257.0,17000.0
400000,2,1.0,2.0,27,1,-2,140,140,140,12527,0,26-27,11,-3,40490.0,15701.0
50000,2,1.0,1.0,55,0,0,25043,26411,1775,1815,0,53-79,18,0,138405.0,6478.0
10000,2,1.0,2.0,23,2,2,2400,2400,0,0,1,21-23,20,31,13800.0,0.0
70000,1,2.0,2.0,26,0,0,69900,67591,2506,1925,0,25-26,6,0,288268.0,8548.0
210000,1,1.0,1.0,30,0,0,65600,63396,2300,3000,0,29-30,4,2,396653.0,16300.0
140000,2,2.0,1.0,39,-1,-1,1007,3680,3685,4214,0,38-40,10,-3,19474.0,9487.0
290000,1,2.0,1.0,50,-1,-1,929,1729,1732,0,0,49-53,17,-9,2658.0,2067.0
30000,1,3.0,1.0,32,0,0,28292,30494,3000,1431,0,31-33,2,-1,105407.0,5614.0
110000,2,1.0,2.0,32,1,2,58679,56871,1210,2056,1,31-33,2,5,273593.0,7766.0
20000,2,3.0,2.0,54,0,0,9777,10140,2000,1000,0,53-79,18,6,57379.0,5000.0
220000,2,2.0,1.0,36,0,0,136556,139453,5100,5163,0,35-37,13,0,863052.0,31988.0
180000,2,2.0,1.0,36,-1,-1,682,0,0,0,0,35-37,13,-7,2363.0,1681.0
30000,1,1.0,2.0,26,4,3,25899,25177,0,600,1,25-26,6,7,92444.0,1400.0
50000,2,2.0,2.0,31,1,-2,0,0,0,0,0,30-31,1,-9,0.0,0.0
150000,1,3.0,1.0,29,0,0,38675,0,0,0,0,28-29,3,-8,38675.0,0.0
150000,2,1.0,2.0,32,0,0,30697,40139,10000,10000,0,31-33,2,0,332670.0,61718.0
140000,1,3.0,2.0,30,1,3,84014,85107,3300,0,0,29-30,4,10,483368.0,15800.0
80000,2,2.0,1.0,48,0,0,79518,77757,2264,1420,0,46-49,16,0,274754.0,13661.0
200000,2,1.0,1.0,33,0,0,105775,88262,3493,2536,0,31-33,2,0,361526.0,28233.0
400000,1,1.0,1.0,44,-1,-1,4482,-10,0,1913,0,43-46,15,-6,8808.0,4726.0
130000,2,2.0,1.0,28,2,2,135805,125973,75,3369,0,27-28,7,4,637632.0,16849.0
50000,2,2.0,2.0,22,0,0,38604,36684,1575,1757,0,21-23,20,0,197373.0,7496.0
190000,1,2.0,1.0,51,0,0,86713,75143,3359,13487,1,49-53,17,0,424121.0,105149.0
470000,2,1.0,2.0,40,0,0,17243,14722,1243,1300,1,38-40,10,0,96080.0,6367.0
280000,1,1.0,1.0,55,-1,-1,2326,4917,4917,2453,0,53-79,18,-1,24485.0,16164.0
460000,2,1.0,2.0,26,-1,-1,18738,16345,16447,20373,0,25-26,6,-6,97267.0,94988.0
340000,2,2.0,2.0,32,0,0,169246,100967,6000,4500,0,31-33,2,0,696382.0,28500.0
110000,1,2.0,2.0,27,0,0,103550,105089,6000,6000,0,26-27,11,0,633905.0,29000.0
440000,2,2.0,2.0,27,-1,0,25154,27028,10011,5052,0,26-27,11,-1,132282.0,33236.0
90000,2,2.0,2.0,23,-2,-2,3440,6140,6140,5812,0,21-23,20,-12,67655.0,66755.0
70000,2,2.0,2.0,24,-2,-2,63912,53137,2400,2000,0,23-25,19,-8,226998.0,38086.0
30000,2,2.0,2.0,24,1,2,7134,7872,1000,1800,0,23-25,19,11,53804.0,4300.0
120000,2,2.0,2.0,49,0,0,3903,2246,1300,1000,0,46-49,16,-4,9189.0,2300.0
300000,2,2.0,2.0,27,-1,-1,12752,9314,9314,27187,0,26-27,11,-4,105071.0,89599.0
